TableName,ColumnName,Expression
Empresas,LiderRelacionamento,"IF (Empresas[TipoEmpresa] = ""SPE"" , LOOKUPVALUE(Empreendimento[LiderRelacionamento], 'Empreendimento'[field_12], Empresas[Codigo_emp], ""SEM LIDER DE RELACIONAMENTO""), ""BPO"")"
EmissaoPagamentos,ObraEmpresa,"CONCATENATE(EmissaoPagamentos[CodObra], CONCATENATE("" - "", EmissaoPagamentos[CodEmpresa]))"
Mapa,CodProj_Descr,"CONCATENATE(Mapa[nummpprj_moa], CONCATENATE("" - "", Mapa[descr_mpprj]))"
LocalDateTable_6fb097aa-ba10-48a6-a56a-0d2f638eca7d,Ano,YEAR([Date])
LocalDateTable_6fb097aa-ba10-48a6-a56a-0d2f638eca7d,MonthNo,MONTH([Date])
LocalDateTable_6fb097aa-ba10-48a6-a56a-0d2f638eca7d,Mês,"FORMAT([Date], ""MMMM"")"
LocalDateTable_6fb097aa-ba10-48a6-a56a-0d2f638eca7d,QuarterNo,INT(([MonthNo] + 2) / 3)
LocalDateTable_6fb097aa-ba10-48a6-a56a-0d2f638eca7d,Trimestre,"""Trim "" & [QuarterNo]"
LocalDateTable_6fb097aa-ba10-48a6-a56a-0d2f638eca7d,Dia,DAY([Date])
LocalDateTable_91e99a24-e008-408d-8b95-21bdb4c7274d,Ano,YEAR([Date])
LocalDateTable_91e99a24-e008-408d-8b95-21bdb4c7274d,MonthNo,MONTH([Date])
LocalDateTable_91e99a24-e008-408d-8b95-21bdb4c7274d,Mês,"FORMAT([Date], ""MMMM"")"
LocalDateTable_91e99a24-e008-408d-8b95-21bdb4c7274d,QuarterNo,INT(([MonthNo] + 2) / 3)
LocalDateTable_91e99a24-e008-408d-8b95-21bdb4c7274d,Trimestre,"""Trim "" & [QuarterNo]"
LocalDateTable_91e99a24-e008-408d-8b95-21bdb4c7274d,Dia,DAY([Date])
LocalDateTable_3aac0aa8-6982-4d80-8803-d25ef5038a10,Ano,YEAR([Date])
LocalDateTable_3aac0aa8-6982-4d80-8803-d25ef5038a10,MonthNo,MONTH([Date])
LocalDateTable_3aac0aa8-6982-4d80-8803-d25ef5038a10,Mês,"FORMAT([Date], ""MMMM"")"
LocalDateTable_3aac0aa8-6982-4d80-8803-d25ef5038a10,QuarterNo,INT(([MonthNo] + 2) / 3)
LocalDateTable_3aac0aa8-6982-4d80-8803-d25ef5038a10,Trimestre,"""Trim "" & [QuarterNo]"
LocalDateTable_3aac0aa8-6982-4d80-8803-d25ef5038a10,Dia,DAY([Date])
LocalDateTable_16825110-61ec-4817-8b54-830cd94aebf2,Ano,YEAR([Date])
LocalDateTable_16825110-61ec-4817-8b54-830cd94aebf2,MonthNo,MONTH([Date])
LocalDateTable_16825110-61ec-4817-8b54-830cd94aebf2,Mês,"FORMAT([Date], ""MMMM"")"
LocalDateTable_16825110-61ec-4817-8b54-830cd94aebf2,QuarterNo,INT(([MonthNo] + 2) / 3)
LocalDateTable_16825110-61ec-4817-8b54-830cd94aebf2,Trimestre,"""Trim "" & [QuarterNo]"
LocalDateTable_16825110-61ec-4817-8b54-830cd94aebf2,Dia,DAY([Date])
LocalDateTable_ee5f3560-572e-4450-8b2e-0600410bb5ce,Ano,YEAR([Date])
LocalDateTable_ee5f3560-572e-4450-8b2e-0600410bb5ce,MonthNo,MONTH([Date])
LocalDateTable_ee5f3560-572e-4450-8b2e-0600410bb5ce,Mês,"FORMAT([Date], ""MMMM"")"
LocalDateTable_ee5f3560-572e-4450-8b2e-0600410bb5ce,QuarterNo,INT(([MonthNo] + 2) / 3)
LocalDateTable_ee5f3560-572e-4450-8b2e-0600410bb5ce,Trimestre,"""Trim "" & [QuarterNo]"
LocalDateTable_ee5f3560-572e-4450-8b2e-0600410bb5ce,Dia,DAY([Date])
